"x","y"
"9.68","327.15"
"9.684","481.15"
"9.688","619.15"
"9.692","727.15"
"9.696","727.15"
"9.7","489.15"
"9.704","159.15"
"9.708","'-114.85"
"9.712","'-316.85"
"9.716","'-356.85"
"9.72","'-292.85"
"9.724","'-224.85"
"9.728","'-178.85"
"9.732","'-138.85"
"9.736","'-130.85"
"9.74","'-132.85"
"9.744","'-162.85"
"9.748","'-118.85"
"9.752","'-122.85"
"9.756","'-96.849"
"9.76","'-92.849"
"9.764","'-60.849"
"9.768","'-66.849"
"9.772","'-66.849"
"9.776","'-60.849"
"9.78","'-68.849"
"9.784","'-62.849"
"9.788","'-34.849"
"9.792","'-40.849"
"9.796","'-22.849"
"9.8","'-6.8493"
"9.804","'-16.849"
"9.808","'-24.849"
"9.812","'-12.849"
"9.816","'-22.849"
"9.82","'-26.849"
"9.824","15.151"
"9.828","'-10.849"
"9.832","'-14.849"
"9.836","'-10.849"
"9.84","'-16.849"
"9.844","11.151"
"9.848","1.1507"
"9.852","17.151"
"9.856","11.151"
"9.86","21.151"
"9.864","'-4.8493"
"9.868","19.151"
"9.872","17.151"
"9.876","9.1507"
"9.88","15.151"
"9.884","29.151"
"9.888","17.151"
"9.892","27.151"
"9.896","29.151"
"9.9","23.151"
"9.904","27.151"
"9.908","45.151"
"9.912","37.151"
"9.916","35.151"
"9.92","21.151"
"9.924","25.151"
"9.928","35.151"
"9.932","33.151"
"9.936","51.151"
"9.94","37.151"
"9.944","37.151"
"9.948","23.151"
"9.952","65.151"
"9.956","43.151"
"9.96","37.151"
"9.964","45.151"
"9.968","23.151"
"9.972","43.151"
"9.976","33.151"
"9.98","37.151"
"9.984","21.151"
"9.988","19.151"
"9.992","11.151"
"9.996","5.1507"
"","793.15"
